trade_date,open,high,low,close,adj_close,vol
2005/1/4,4281.629883,4306.689941,4276.549805,4290.5,4290.5,90132800
2005/1/5,4262.209961,4274.649902,4242.069824,4258.240234,4258.240234,96055000
2005/1/6,4260.370117,4300.990234,4260.370117,4300.939941,4300.939941,89752200
2005/1/7,4297.990234,4325.77002,4288.259766,4316.399902,4316.399902,98291600
2005/1/10,4311.859863,4324.379883,4291.25,4307.370117,4307.370117,88288800
2005/1/11,4305.859863,4314.379883,4247.779785,4258.009766,4258.009766,125780700
2005/1/12,4257.640137,4258.339844,4193.240234,4208.819824,4208.819824,131373200
2005/1/13,4218.209961,4234.089844,4200.620117,4212.140137,4212.140137,115748800
2005/1/14,4191.140137,4236.089844,4191.140137,4232.359863,4232.359863,93131000
2005/1/17,4235.939941,4254.379883,4235.939941,4245.509766,4245.509766,67385300
2005/1/18,4239.540039,4256.220215,4207.740234,4250.709961,4250.709961,92211500
2005/1/19,4259.669922,4269.72998,4241.040039,4245.549805,4245.549805,117149300
2005/1/20,4230.740234,4230.740234,4198.939941,4220.430176,4220.430176,99508500
2005/1/21,4213.279785,4221.830078,4198.339844,4213.700195,4213.700195,126657300
2005/1/24,4195.370117,4201.890137,4160.830078,4201.890137,4201.890137,118396800
2005/1/25,4193.540039,4241.339844,4189.509766,4233.950195,4233.950195,101302700
2005/1/26,4235.799805,4245.080078,4211.609863,4214.120117,4214.120117,141212200
2005/1/27,4209.930176,4224.299805,4185.629883,4216.410156,4216.410156,146152200
2005/1/28,4225.359863,4235.339844,4188.209961,4201.810059,4201.810059,89119000
2005/1/31,4211.859863,4258.410156,4211.859863,4254.850098,4254.850098,114619100
2005/2/1,4256.649902,4281.049805,4249.689941,4279.970215,4279.970215,94737500
2005/2/2,4282.549805,4300.049805,4279.899902,4296.310059,4296.310059,107196800
2005/2/3,4297.160156,4302.399902,4273.419922,4281.640137,4281.640137,96153600
2005/2/4,4295.390137,4340.27002,4295.25,4339.279785,4339.279785,98020900
2005/2/7,4342.75,4373.899902,4342.75,4366.350098,4366.350098,90195200
2005/2/8,4369.069824,4376.600098,4356.450195,4371.390137,4371.390137,83095700
2005/2/9,4373.47998,4387.220215,4344.459961,4353.149902,4353.149902,115269900
2005/2/10,4362.540039,4367.910156,4338.959961,4342.009766,4342.009766,102122100
2005/2/11,4355.220215,4391.790039,4355.220215,4387.799805,4387.799805,92507000
2005/2/14,4395.370117,4398.790039,4372.52002,4386.399902,4386.399902,85523900
2005/2/15,4386.330078,4409.089844,4377.299805,4402.029785,4402.029785,87014400
2005/2/16,4392.790039,4392.790039,4348.660156,4368.77002,4368.77002,93198600
2005/2/17,4370.319824,4387.899902,4359.629883,4369.680176,4369.680176,90772200
2005/2/18,4363.470215,4387.47998,4351.02002,4359.470215,4359.470215,117144100
2005/2/21,4363.209961,4373.149902,4342.209961,4353.339844,4353.339844,88462800
2005/2/22,4347.299805,4350.100098,4304.549805,4323.209961,4323.209961,108171400
2005/2/23,4293.649902,4310.660156,4276.009766,4310.660156,4310.660156,119528000
2005/2/24,4304.740234,4311.680176,4288.620117,4304.290039,4304.290039,113853600
2005/2/25,4327.700195,4352.160156,4327.100098,4348.640137,4348.640137,121016100
2005/2/28,4360.339844,4375.799805,4346.240234,4350.490234,4350.490234,110897300
2005/3/1,4345.240234,4388.419922,4335.040039,4383.620117,4383.620117,108790800
2005/3/2,4374.950195,4396.669922,4363.859863,4393.430176,4393.430176,102074400
2005/3/3,4378.720215,4399.879883,4371.649902,4373.27002,4373.27002,119412600
2005/3/4,4380.72998,4424.279785,4373.299805,4423.52002,4423.52002,102514200
2005/3/7,4424.77002,4435.310059,4417.560059,4428.089844,4428.089844,81185200
2005/3/8,4417.109863,4422.890137,4388.109863,4396.5,4396.5,108129500
2005/3/9,4395.240234,4428.540039,4365.22998,4375.600098,4375.600098,107592100
2005/3/10,4358.290039,4365.410156,4330.209961,4337.680176,4337.680176,140177100
2005/3/11,4359.930176,4379.939941,4353.560059,4360.490234,4360.490234,108533000
2005/3/14,4353.72998,4371.279785,4340.02002,4367.299805,4367.299805,69258200
2005/3/15,4370.379883,4392.169922,4369.839844,4387.689941,4387.689941,92325900
2005/3/16,4378.959961,4384.77002,4301.379883,4309.109863,4309.109863,128389000
2005/3/17,4307.72998,4322.819824,4295.700195,4315.919922,4315.919922,99492600
2005/3/18,4316.930176,4339.5,4310.459961,4327.180176,4327.180176,149874600
2005/3/21,4322.470215,4336.810059,4295.390137,4296.359863,4296.359863,89885900
2005/3/22,4301.240234,4323.959961,4281.75,4320.689941,4320.689941,92418800
2005/3/23,4291.379883,4325.200195,4275.549805,4317.200195,4317.200195,105353300
2005/3/24,4325.240234,4347.720215,4315.72998,4343.600098,4343.600098,84682600
2005/3/29,4331.959961,4352.149902,4308.919922,4351.890137,4351.890137,68110400
2005/3/30,4325.970215,4347.52002,4320.009766,4347.52002,4347.52002,81672200
2005/3/31,4369.27002,4376.27002,4344.629883,4348.77002,4348.77002,86122100
2005/4/1,4348.029785,4393.200195,4347.529785,4373.529785,4373.529785,89610600
2005/4/4,4355.839844,4357.970215,4323.240234,4341.390137,4341.390137,81129800
2005/4/5,4356.620117,4366.709961,4352.850098,4362.609863,4362.609863,69605700
2005/4/6,4373.160156,4379.180176,4360.810059,4379.180176,4379.180176,83582700
2005/4/7,4368.350098,4394.180176,4354.779785,4389.52002,4389.52002,98553800
2005/4/8,4399.439941,4413.240234,4393.430176,4400.680176,4400.680176,81370100
2005/4/11,4388.810059,4406.109863,4380.47998,4396.089844,4396.089844,63100700
2005/4/12,4395.879883,4401.799805,4366.25,4372.120117,4372.120117,73418500
2005/4/13,4395.339844,4410.950195,4393.060059,4405.689941,4405.689941,91897900
2005/4/14,4385.609863,4422.879883,4380.870117,4402.049805,4402.049805,109288700
2005/4/15,4381.450195,4384.509766,4309.25,4312.25,4312.25,155451000
2005/4/18,4266.27002,4266.27002,4182.859863,4202.200195,4202.200195,174369400
2005/4/19,4211.259766,4225.560059,4192.330078,4204.609863,4204.609863,112569100
2005/4/20,4215.189941,4224.209961,4166.529785,4178.620117,4178.620117,127601000
2005/4/21,4160.259766,4210.819824,4159.950195,4193.700195,4193.700195,115113500
2005/4/22,4210.180176,4235.399902,4208.75,4223.040039,4223.040039,92986300
2005/4/25,4214.970215,4249.859863,4204.930176,4246.959961,4246.959961,73287900
2005/4/26,4247.049805,4247.470215,4209.950195,4233.759766,4233.759766,106143700
2005/4/27,4219.649902,4219.649902,4157.509766,4189.02002,4189.02002,130772100
2005/4/28,4204.720215,4215.350098,4159.870117,4178.100098,4178.100098,127120400
2005/4/29,4163.22998,4208.319824,4159.660156,4184.839844,4184.839844,118041800
2005/5/2,4208.629883,4235.640137,4205.049805,4224.02002,4224.02002,56288300
2005/5/3,4229.990234,4245.669922,4218.060059,4245.540039,4245.540039,80737000
2005/5/4,4249.189941,4264.799805,4225.209961,4264.350098,4264.350098,100807800
2005/5/5,4271.029785,4306.149902,4271.029785,4299.509766,4299.509766,70374900
2005/5/6,4297.140137,4314.97998,4276.160156,4311.060059,4311.060059,86066000
2005/5/9,4305.689941,4306.319824,4277.640137,4292.410156,4292.410156,74161500
2005/5/10,4299.640137,4306.180176,4245.259766,4251.129883,4251.129883,108707600
2005/5/11,4246.879883,4273.279785,4232.399902,4244.160156,4244.160156,103359100
2005/5/12,4265.220215,4280.689941,4255.379883,4267.049805,4267.049805,102539300
2005/5/13,4255.620117,4275.810059,4241.669922,4275.700195,4275.700195,103405400
2005/5/16,4266.819824,4273.879883,4251.990234,4262.180176,4262.180176,49739900
2005/5/17,4274.290039,4276.930176,4232.669922,4251.77002,4251.77002,82449600
2005/5/18,4273.990234,4326.209961,4268.629883,4324.600098,4324.600098,114075000
2005/5/19,4338.169922,4364.410156,4337.529785,4360.419922,4360.419922,96554200
2005/5/20,4358.660156,4379.569824,4351.330078,4360.680176,4360.680176,122352200
2005/5/23,4383.02002,4410.72998,4374.490234,4406.950195,4406.950195,108138600
2005/5/24,4412.419922,4413.589844,4382.910156,4396.640137,4396.640137,88147300
2005/5/25,4393.430176,4404.560059,4377.319824,4389.540039,4389.540039,83469800
2005/5/26,4391.580078,4442.939941,4389.290039,4436.600098,4436.600098,93739600
2005/5/27,4442.660156,4453.009766,4431.589844,4444.709961,4444.709961,89170300
2005/5/30,4445.209961,4482.02002,4440.359863,4480.430176,4480.430176,55961800
2005/5/31,4480,4480.680176,4459.200195,4460.629883,4460.629883,103329000
2005/6/1,4467.319824,4530.069824,4467.040039,4527.169922,4527.169922,105785000
2005/6/2,4521.709961,4542.830078,4515.040039,4532.169922,4532.169922,107153400
2005/6/3,4544.72998,4551.890137,4501.169922,4510.390137,4510.390137,87464800
2005/6/6,4514.589844,4521.890137,4490.120117,4497.259766,4497.259766,95086500
2005/6/7,4507.609863,4570.430176,4507.609863,4566.009766,4566.009766,116855200
2005/6/8,4552.089844,4567.129883,4543.75,4557.290039,4557.290039,82870900
2005/6/9,4550.919922,4568.200195,4535.509766,4562.75,4562.75,85294400
2005/6/10,4580.910156,4601.049805,4571.319824,4586.100098,4586.100098,118182000
2005/6/13,4597.330078,4604.25,4567.089844,4599.209961,4599.209961,130155400
2005/6/14,4593.810059,4598.810059,4579.319824,4591.689941,4591.689941,96616900
2005/6/15,4601.470215,4608.290039,4537.910156,4548.419922,4548.419922,135105600
2005/6/16,4563.75,4585.790039,4554.419922,4579.870117,4579.870117,105765100
2005/6/17,4588.200195,4623.580078,4585.029785,4604.569824,4604.569824,213456900
2005/6/20,4601.990234,4603.100098,4560.490234,4586.859863,4586.859863,77367400
2005/6/21,4600.149902,4615.870117,4594.97998,4608.109863,4608.109863,88350200
2005/6/22,4610.410156,4635.709961,4599.169922,4619.600098,4619.600098,117311400
2005/6/23,4624.790039,4637.339844,4604.189941,4627.47998,4627.47998,114459000
2005/6/24,4602.350098,4602.350098,4561.370117,4566.47998,4566.47998,106702900
2005/6/27,4547.27002,4547.27002,4517.439941,4523.819824,4523.819824,92864900
2005/6/28,4530.790039,4557.459961,4528.419922,4557.459961,4557.459961,75421400
2005/6/29,4569.290039,4597.160156,4560.080078,4583.629883,4583.629883,103102100
2005/6/30,4577.560059,4607.209961,4576.029785,4586.279785,4586.279785,118601300
2005/7/1,4584.439941,4623.799805,4579.509766,4617.069824,4617.069824,100883800
2005/7/4,4620.859863,4627.350098,4610.310059,4623.410156,4623.410156,61914800
2005/7/5,4621.419922,4624.080078,4578.080078,4603.649902,4603.649902,83584500
2005/7/6,4607.569824,4636.959961,4607.569824,4615.490234,4615.490234,86039600
2005/7/7,4595.22998,4595.22998,4444.939941,4530.180176,4530.180176,228651300
2005/7/8,4560.430176,4597.970215,4559.569824,4597.970215,4597.970215,93498800
2005/7/11,4616.359863,4663.379883,4616.359863,4663.379883,4663.379883,105261500
2005/7/12,4661.77002,4666.080078,4637.620117,4653.029785,4653.029785,94243500
2005/7/13,4656.910156,4682.819824,4655.919922,4679.890137,4679.890137,96729700
2005/7/14,4686.799805,4715.470215,4686.799805,4699.27002,4699.27002,123784100
2005/7/15,4702,4723.649902,4691.200195,4712.899902,4712.899902,102995000
2005/7/18,4717.589844,4732.700195,4705.290039,4719.569824,4719.569824,69075000
2005/7/19,4725.720215,4770.540039,4719.290039,4770.540039,4770.540039,117730100
2005/7/20,4759.509766,4785.919922,4757.560059,4784.5,4784.5,108803400
2005/7/21,4803.77002,4865.720215,4803.290039,4829.870117,4829.870117,158813300
2005/7/22,4826.149902,4852.359863,4815.410156,4836.899902,4836.899902,93155100
2005/7/25,4843.689941,4853.029785,4819.419922,4842.700195,4842.700195,78569400
2005/7/26,4835.790039,4858.240234,4827.890137,4843.490234,4843.490234,102352800
2005/7/27,4844.060059,4858.640137,4839.77002,4855.350098,4855.350098,94242900
2005/7/28,4870.069824,4900.290039,4859.939941,4892.5,4892.5,177298800
2005/7/29,4896.459961,4913.02002,4874.779785,4886.5,4886.5,107808500
2005/8/1,4882.390137,4912.390137,4878.169922,4890.850098,4890.850098,76690500
