trade_date,open,high,low,close,amt_change,pct_change
2015-05-18,1.5738,1.5745,1.5634,1.5659,-0.0061,-0.39
2015-05-19,1.5661,1.5669,1.5445,1.5508,-0.0151,-0.96
2015-05-20,1.5515,1.5588,1.547,1.5536,0.0028,0.18
2015-05-21,1.5541,1.5699,1.552,1.5654,0.0118,0.76
2015-05-22,1.5657,1.5689,1.5455,1.5488,-0.0166,-1.06
2015-05-25,1.5471,1.5506,1.5454,1.5466,-0.0022,-0.14
2015-05-26,1.5465,1.5475,1.5352,1.5389,-0.0077,-0.5
2015-05-27,1.5391,1.5437,1.5299,1.5346,-0.0043,-0.28
2015-05-28,1.5345,1.5385,1.5259,1.5317,-0.0029,-0.19
2015-05-29,1.5318,1.5342,1.5234,1.5289,-0.0028,-0.18
2015-06-01,1.5284,1.5304,1.5168,1.5191,-0.0098,-0.64
2015-06-02,1.5195,1.5366,1.5178,1.5335,0.0144,0.95
2015-06-03,1.5333,1.5375,1.5249,1.5324,-0.0011,-0.07
2015-06-04,1.5324,1.5441,1.5302,1.5355,0.0031,0.2
2015-06-05,1.5361,1.5369,1.5188,1.527,-0.0085,-0.55
2015-06-08,1.526,1.5363,1.5219,1.5341,0.0071,0.46
2015-06-09,1.5342,1.5394,1.5256,1.5384,0.0043,0.28
2015-06-10,1.5387,1.5552,1.5366,1.5496,0.0112,0.73
2015-06-11,1.5498,1.5533,1.542,1.5513,0.0017,0.11
2015-06-12,1.5513,1.5597,1.5465,1.5558,0.0045,0.29
2015-06-15,1.5564,1.5612,1.5485,1.5598,0.004,0.26
2015-06-16,1.5594,1.5653,1.5539,1.5636,0.0038,0.24
2015-06-17,1.5636,1.5848,1.5623,1.5846,0.021,1.34
2015-06-18,1.5844,1.5928,1.5803,1.5876,0.003,0.19
2015-06-19,1.5876,1.5895,1.5833,1.5882,0.0006,0.04
2015-06-22,1.5871,1.5909,1.5803,1.5824,-0.0058,-0.37
2015-06-23,1.5824,1.5831,1.5704,1.5734,-0.009,-0.57
2015-06-24,1.5734,1.5802,1.5666,1.5703,-0.0031,-0.2
2015-06-25,1.5703,1.577,1.5674,1.5741,0.0038,0.24
2015-06-26,1.5744,1.5766,1.5706,1.5747,0.0006,0.04
2015-06-29,1.5688,1.5787,1.5664,1.5723,-0.0024,-0.15
2015-06-30,1.5725,1.5774,1.5672,1.568,-0.0043,-0.27
2015-07-01,1.5685,1.5732,1.5589,1.5603,-0.0077,-0.49
2015-07-02,1.5602,1.5638,1.556,1.5609,0.0006,0.04
2015-07-03,1.5607,1.5643,1.5555,1.5575,-0.0034,-0.22
2015-07-06,1.5548,1.5628,1.553,1.5596,0.0021,0.13
2015-07-07,1.5597,1.5608,1.5412,1.5459,-0.0137,-0.88
2015-07-08,1.5458,1.5465,1.5328,1.5364,-0.0095,-0.61
2015-07-09,1.5364,1.542,1.5341,1.5367,0.0003,0.02
2015-07-10,1.537,1.555,1.5361,1.5525,0.0158,1.03
2015-07-13,1.5511,1.5588,1.5474,1.5477,-0.0048,-0.31
2015-07-14,1.5476,1.5638,1.5449,1.5632,0.0155,1
2015-07-15,1.5634,1.5674,1.5575,1.5624,-0.0008,-0.05
2015-07-16,1.5624,1.5649,1.5557,1.5609,-0.0015,-0.1
2015-07-17,1.561,1.5671,1.5554,1.5608,-0.0001,-0.01
2015-07-20,1.5602,1.5627,1.5536,1.5566,-0.0042,-0.27
2015-07-21,1.5566,1.559,1.5527,1.5553,-0.0013,-0.08
2015-07-22,1.5553,1.5645,1.5544,1.5611,0.0058,0.37
2015-07-23,1.5611,1.567,1.5498,1.5514,-0.0097,-0.62
2015-07-24,1.552,1.5525,1.5465,1.551,-0.0004,-0.03
2015-07-27,1.5521,1.5594,1.5489,1.556,0.005,0.32
2015-07-28,1.5561,1.5627,1.5526,1.5606,0.0046,0.3
2015-07-29,1.5609,1.5689,1.5586,1.5597,-0.0009,-0.06
2015-07-30,1.5598,1.5637,1.556,1.5602,0.0005,0.03
2015-07-31,1.5603,1.5677,1.5547,1.5625,0.0023,0.15
2015-08-03,1.5621,1.5644,1.5562,1.5587,-0.0038,-0.24
2015-08-04,1.5587,1.5633,1.5554,1.5564,-0.0023,-0.15
2015-08-05,1.5564,1.565,1.5524,1.56,0.0036,0.23
